row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000172572,2.673967597,4.924416444,1.791433274,2.748869587,0.005980117,0.020486226,PDE3A
ENSG00000047597,2.749385303,4.930491035,1.830318466,2.69378861,0.007064495,0.023824295,XK
ENSG00000013563,2.688012941,4.935766643,1.848450559,2.670218372,0.007580193,0.025424199,DNASE1L1
ENSG00000153832,2.713479362,4.95149262,1.806408897,2.741069659,0.006123952,0.020927468,FBXO36
ENSG00000224609,2.752991127,4.976108313,1.873632885,2.655860896,0.007910624,0.026388744,HSD52
ENSG00000048052,2.791913959,4.981343556,1.80075892,2.766246776,0.005670561,0.019595573,HDAC9
ENSG00000134077,2.766840161,4.981810691,1.811466091,2.750153987,0.005956726,0.020469599,THUMPD3
ENSG00000179588,2.842257867,4.986992521,1.780792586,2.800434234,0.005103391,0.017775271,ZFPM1
ENSG00000172828,2.867331665,4.988670489,1.82909413,2.72739954,0.006383569,0.021646486,CES3
ENSG00000133216,2.79211027,4.989437751,1.772098233,2.815553709,0.004869326,0.017037107,EPHB2
ENSG00000141946,2.831425725,5.007824727,1.765823134,2.835971865,0.004568647,0.016076416,ZIM3
ENSG00000178177,2.831425725,5.007824727,1.765823134,2.835971865,0.004568647,0.016076416,LCORL
ENSG00000132357,2.831622036,5.015042123,1.792285221,2.798127253,0.005139986,0.017862321,CARD6
ENSG00000134548,2.831622036,5.015042123,1.792285221,2.798127253,0.005139986,0.017862321,SPX
ENSG00000186393,2.870741179,5.025931613,1.765874254,2.846143548,0.004425224,0.015679246,TMBIM1
ENSG00000227508,2.870741179,5.025931613,1.765874254,2.846143548,0.004425224,0.015679246,ANKRD31
ENSG00000183826,2.946158885,5.031001711,1.779461755,2.827260377,0.004694814,0.016496441,BTBD9
ENSG00000145700,2.910056633,5.043831852,1.771715887,2.846862688,0.00441524,0.015679246,KRT26
ENSG00000170579,2.960400541,5.049074794,1.752345866,2.881323198,0.003960093,0.014244308,DLGAP1
ENSG00000178093,2.960400541,5.049074794,1.752345866,2.881323198,0.003960093,0.014244308,TSSK6
ENSG00000185085,2.910252944,5.051597398,1.755407177,2.877735414,0.004005409,0.014390496,INTS5
ENSG00000162894,2.924101978,5.053949653,1.879628539,2.68880236,0.007170886,0.024156628,FCMR
ENSG00000043143,3.010548138,5.054288266,1.860483944,2.716652451,0.006594582,0.022337422,JADE2
ENSG00000147874,2.924298289,5.061758198,1.793953869,2.821565418,0.004778989,0.016740053,HAUS6
ENSG00000247317,2.974642197,5.067952213,1.740001351,2.912613953,0.003584174,0.013044529,GLIS1
ENSG00000175147,3.024789793,5.06876464,1.805652458,2.807165143,0.004997961,0.017427772,TMEM51-AS1
ENSG00000134042,2.949568398,5.069267775,1.747145618,2.901456939,0.003714318,0.013438761,MRO
ENSG00000199169,2.988883853,5.086634638,1.744678129,2.915514646,0.003551024,0.012989521,MIR367
ENSG00000186187,3.014153962,5.09297564,1.737863699,2.93059556,0.003383129,0.012430376,ZNRF1
ENSG00000134827,2.97805171,5.101056058,1.837344662,2.776319634,0.005497813,0.019019962,TCN1
ENSG00000163394,3.053273105,5.102947627,1.754599369,2.908326378,0.003633689,0.013209124,CCKAR
ENSG00000067167,3.078543215,5.108736427,1.72843166,2.955706347,0.003119539,0.011572364,TRAM1
ENSG00000156671,3.00332182,5.110408172,1.778480742,2.873468378,0.004059917,0.01456933,SAMD8
ENSG00000089818,3.028395618,5.111121941,1.740891717,2.935921799,0.003325581,0.012292275,NECAP1
ENSG00000160993,3.028395618,5.111121941,1.740891717,2.935921799,0.003325581,0.012292275,ALKBH4
ENSG00000153233,3.092784871,5.126990724,1.719338456,2.981955475,0.002864137,0.010741384,PTPRR
ENSG00000158077,3.092784871,5.126990724,1.719338456,2.981955475,0.002864137,0.010741384,NLRP14
ENSG00000156587,3.056682619,5.135039275,1.835931288,2.796967027,0.00515848,0.01790638,UBE2L6
ENSG00000094804,3.081756417,5.137452922,1.779250972,2.887424541,0.003884098,0.01402009,CDC6
ENSG00000131059,3.05687893,5.141113943,1.829552505,2.810039028,0.004953549,0.017292492,BPIFA3
ENSG00000013810,3.143325089,5.14215601,1.874103043,2.743795775,0.006073331,0.02077754,TACC3
ENSG00000053770,3.081952728,5.144652221,1.758346834,2.925846096,0.003435208,0.012606682,AP5M1
ENSG00000175785,3.107026527,5.144866215,1.726532431,2.979883913,0.002883576,0.010788009,PRIMA1
ENSG00000134256,3.207518031,5.149709081,1.756357557,2.932039129,0.003367443,0.012402342,CD101
ENSG00000130962,3.157370434,5.149761657,1.718537847,2.996594847,0.002730133,0.010324355,PRRG1
ENSG00000141577,3.132492947,5.15624218,1.81588571,2.839519112,0.004518159,0.015990128,CEP131
ENSG00000100345,3.246833485,5.167049983,1.762829503,2.931111587,0.003377514,0.012424572,MYH9
ENSG00000007376,3.17161209,5.167468096,1.709534286,3.0227344,0.00250502,0.009522168,RPUSD1
ENSG00000162426,3.17161209,5.167468096,1.709534286,3.0227344,0.00250502,0.009522168,SLC45A1
ENSG00000158636,3.146538292,5.168220889,1.728189625,2.990540398,0.002784843,0.010482312,EMSY
ENSG00000156463,3.1968822,5.173591067,1.754616519,2.94855942,0.003192588,0.011829094,SH3RF2
ENSG00000182568,3.210731233,5.176999149,1.739552895,2.976051584,0.002919857,0.010897262,SATB1
ENSG00000170270,3.261075141,5.182294182,1.729567395,2.996295026,0.002732819,0.010324355,GON7
ENSG00000225849,3.150144117,5.185796245,2.085499422,2.486596827,0.012897147,0.040645153,MKRN7P
ENSG00000056291,3.28634525,5.189023117,1.739543264,2.982980202,0.002854565,0.010731629,NPFFR2
ENSG00000180228,3.211123856,5.190321589,1.73458572,2.992254306,0.002769255,0.010436396,PRKRA
ENSG00000152377,3.311419049,5.190830528,1.769632439,2.933281744,0.003353994,0.012367601,SPOCK1
ENSG00000175143,3.311419049,5.190830528,1.769632439,2.933281744,0.003353994,0.012367601,OR2T1
ENSG00000033178,3.275316797,5.198770998,1.709866944,3.040453538,0.002362221,0.00902392,UBA6
ENSG00000172638,3.300390595,5.199410439,1.744228252,2.980923187,0.002873809,0.010764546,EFEMP2
ENSG00000131969,3.250242999,5.199788159,1.699727616,3.059189078,0.00221937,0.008552492,ABHD12B
ENSG00000144031,3.289558453,5.2157247,1.703286334,3.062153789,0.002197505,0.008478845,ANKRD53
ENSG00000020426,3.27872631,5.232001384,1.738858819,3.008870719,0.002622207,0.009943072,MNAT1
ENSG00000134612,3.303800109,5.232292779,1.712135994,3.056003026,0.00224309,0.008622314,FOLH1B
ENSG00000179387,3.354144017,5.236988909,1.6857004,3.106713927,0.001891794,0.007373206,ELMOD2
ENSG00000011347,3.30399642,5.239007342,1.704739358,3.073201377,0.002117755,0.008191669,SYT7
ENSG00000182348,3.365368781,5.241032147,2.076578657,2.523878462,0.011606805,0.037110439,ZNF804B
ENSG00000051180,3.368385672,5.253768313,1.682439925,3.122707821,0.001791955,0.007037539,RAD51
ENSG00000131142,3.343311874,5.254604924,1.69723043,3.09598793,0.001961583,0.007620858,CCL25
ENSG00000131828,3.332283421,5.25986986,1.805196325,2.913738404,0.00357129,0.013043894,PDHA1
ENSG00000155975,3.346721388,5.268852528,2.015583111,2.614058681,0.008947367,0.029622519,VPS37A
ENSG00000132329,3.407897438,5.275676511,1.68427172,3.13231912,0.001734313,0.006828578,RAMP1
ENSG00000030582,3.396672673,5.277770442,1.755116299,3.007077335,0.002637726,0.009989619,GRN
ENSG00000177885,3.47228669,5.289611577,1.668779171,3.16974928,0.001525705,0.006053668,GRB2
ENSG00000134780,3.41111064,5.296044842,1.790928085,2.957151036,0.00310496,0.011546101,DAGLA
ENSG00000198300,3.550917599,5.319522225,1.67103814,3.183363741,0.001455746,0.005836253,PEG3
ENSG00000184863,3.576187708,5.324784057,1.665728899,3.196669074,0.001390243,0.005617531,RBM33
ENSG00000091428,3.565159255,5.33517162,1.669701447,3.195284779,0.001396929,0.00563715,RAPGEF4
ENSG00000166402,3.604474709,5.349695192,1.677400769,3.189276702,0.001426293,0.005740596,TUB
ENSG00000136243,3.579400911,5.350214275,1.682480323,3.179956522,0.001472972,0.005882334,NUP42
ENSG00000036549,3.604867331,5.361499137,1.682948494,3.185777316,0.001443657,0.005795331,ZZZ3
ENSG00000136319,3.769551777,5.37791205,1.730200162,3.108260055,0.001881924,0.007353355,TTC5
ENSG00000159167,3.633154332,5.383812597,1.701853262,3.163499883,0.001558844,0.006177196,STC1
ENSG00000224574,3.733253214,5.384412814,1.856457879,2.900368963,0.003727236,0.013469672,COL18A1-AS2
ENSG00000172785,3.722617383,5.398347172,1.65811494,3.255713486,0.001131078,0.004643453,CBWD1
ENSG00000180185,3.697543584,5.398819082,1.667737999,3.237210571,0.001207043,0.004935572,FAHD1
ENSG00000131196,3.798035089,5.402474055,1.664723491,3.245268109,0.001173401,0.00480439,NFATC1
ENSG00000200957,3.672862408,5.405607683,1.746294505,3.095473111,0.001964992,0.007620858,SLC16A1-AS1
ENSG00000172809,3.7982314,5.408064906,1.658136391,3.261532004,0.001108119,0.004555273,RPL38
ENSG00000162441,3.71178524,5.411703075,1.700655774,3.182127247,0.001461976,0.005853606,LZIC
ENSG00000169876,3.812276745,5.416469047,1.646946649,3.288794479,0.001006175,0.004169599,MUC17
ENSG00000161677,3.787202946,5.417225239,1.63509319,3.313098771,0.000922684,0.00385474,JOSD2
ENSG00000172771,3.737251661,5.423084932,1.683257407,3.22177993,0.001273969,0.005188561,EFCAB12
ENSG00000145996,55.92015578,5.426150711,0.587271311,9.239597802,2.47E-20,7.12E-19,CDKAL1
ENSG00000139132,3.826518401,5.430991694,1.638794322,3.314016665,0.00091966,0.003847329,FGD4
ENSG00000011465,3.779584006,5.439391764,1.971769294,2.758634989,0.005804333,0.020035359,DCN
ENSG00000167702,3.815489947,5.439684069,1.689730542,3.219261258,0.001285213,0.00522744,KIFC2
ENSG00000140157,3.79061246,5.44460789,1.689420869,3.222765854,0.001269593,0.005177585,NIPA2
ENSG00000132570,3.815686258,5.445812097,1.654879193,3.290761114,0.000999167,0.00414614,PCBD2
ENSG00000166783,3.866030166,5.4504119,1.623559891,3.357074741,0.000787718,0.003338658,SPHKAP
ENSG00000144560,3.941447872,5.454791582,1.65646129,3.293038971,0.000991107,0.004118245,VGLL4
ENSG00000134762,3.841152679,5.455901174,1.668925448,3.269110182,0.001078863,0.00445284,DSC3
ENSG00000134986,3.855001713,5.459133571,1.657437345,3.29371942,0.000988711,0.004113841,NREP
ENSG00000153820,3.880271822,5.464771681,1.627937945,3.356867316,0.000788309,0.003338658,MARF1
ENSG00000139737,3.855198024,5.464819505,1.649720205,3.312573543,0.000924418,0.003856753,SLAIN1
ENSG00000153015,3.980763326,5.467910617,1.647311299,3.319294063,0.000902453,0.003780482,CWC27
ENSG00000229929,3.944464763,5.472276344,1.67652883,3.264051441,0.001098312,0.004526934,C12orf65
ENSG00000172927,3.969931184,5.481763462,1.617813053,3.388378806,0.000703071,0.002989994,MYEOV
ENSG00000182362,3.983976529,5.490270531,1.62788979,3.372630361,0.000744538,0.003161977,YBEY
ENSG00000141759,4.059394235,5.49496564,1.649836986,3.330611258,0.000866555,0.003640005,TXNL4A
ENSG00000165105,4.084468033,5.498031513,1.693556811,3.246440555,0.001168578,0.004791016,RASEF
ENSG00000067840,4.123979798,5.513600129,1.653343569,3.334818142,0.000853552,0.003590282,PDZD4
ENSG00000168004,4.138221454,5.525394995,1.627167452,3.395713814,0.000684499,0.002915037,PLAAT5
ENSG00000159455,4.113147656,5.525446267,1.611907748,3.427892368,0.000608287,0.002619461,LCE2B
ENSG00000141956,4.063196371,5.531577864,1.664313393,3.323639578,0.000888509,0.00372714,PRDM15
ENSG00000174839,4.102315514,5.540040214,1.603235447,3.455537503,0.000549197,0.002398549,DENND6A
ENSG00000176029,4.102315514,5.540040214,1.603235447,3.455537503,0.000549197,0.002398549,C11orf16
ENSG00000158815,4.041139464,5.541922267,1.738029652,3.188623543,0.001429519,0.00574607,FGF17
ENSG00000156687,4.17773322,5.54383486,1.630868644,3.399314151,0.000675551,0.002888918,UNC5D
ENSG00000087085,4.152659421,5.54410972,1.626042992,3.409571424,0.00065065,0.002790185,ACHE
ENSG00000151014,8.186161791,5.550236187,1.392181196,3.98671969,6.70E-05,0.00034436,NOCT
ENSG00000136367,4.191778565,5.550948181,1.610106965,3.447564853,0.000565665,0.002456532,ZFHX2
ENSG00000162836,4.191778565,5.550948181,1.610106965,3.447564853,0.000565665,0.002456532,PHF6
ENSG00000053328,4.11655717,5.553340406,1.609663159,3.450001559,0.000560583,0.00244481,METTL24
ENSG00000152763,4.217048674,5.556012676,1.618212707,3.43342544,0.000596006,0.002577392,WDR78
ENSG00000172795,4.091679682,5.556154525,1.666102651,3.33482125,0.000853542,0.003590282,DCP2
ENSG00000179776,4.141827279,5.557722166,1.619638221,3.431459009,0.000600344,0.002589309,CDH5
ENSG00000133636,4.20602022,5.564095007,1.599612461,3.478401889,0.000504413,0.002228246,NTS
ENSG00000140691,4.180946422,5.565064253,1.596033671,3.486808803,0.000488821,0.002165581,ARMC5
ENSG00000135083,4.181142733,5.570378857,1.605203614,3.470200795,0.000520069,0.002284299,CCNJL
ENSG00000073350,4.119966683,5.571181342,1.735061454,3.210941797,0.001323007,0.005352877,LLGL2
ENSG00000175387,4.245728297,5.587128382,1.621736086,3.445152656,0.000570737,0.002475069,SMAD2
ENSG00000133027,4.259577331,5.589698678,1.602573235,3.487952099,0.000486735,0.002159449,PEMT
ENSG00000072840,4.309724927,5.590118645,1.643914214,3.400492918,0.000672645,0.002880491,EVC
ENSG00000166822,4.298892785,5.601947049,1.610763484,3.477820987,0.000505507,0.002229881,TMEM170A
ENSG00000199377,4.323966583,5.601950448,1.628288775,3.440391246,0.000580874,0.002515486,RNU5F-1
ENSG00000176728,4.3995806,5.610604654,1.615676341,3.472604327,0.000515435,0.002267176,TTTY14
ENSG00000156531,4.288060642,5.614288862,1.628358094,3.447822,0.000565126,0.002456532,ACP6
ENSG00000225914,4.438896055,5.6229727,1.617105017,3.477184624,0.000506709,0.002231983,HCG23
ENSG00000030066,4.36367466,5.623434657,1.580586265,3.557815718,0.000373952,0.001680871,NUP160
ENSG00000174844,4.338600861,5.624317973,1.587671948,3.542493762,0.000396363,0.001776421,DNAH12
ENSG00000130921,4.277424811,5.624539183,1.723373667,3.263679427,0.001099755,0.004526934,TRIM39
ENSG00000018610,4.402990114,5.63527217,1.575353603,3.577147479,0.000347364,0.001575161,CXorf56
ENSG00000100721,4.428260223,5.639805862,1.592844754,3.540712834,0.000399048,0.001785854,TCL1A
ENSG00000170581,4.492649476,5.650783242,1.586170007,3.562533156,0.000367294,0.001655778,STAT2
ENSG00000100605,4.578899324,5.655652619,1.727788668,3.273347444,0.001062817,0.004392503,ITPK1
ENSG00000151023,4.481621022,5.658763078,1.575349434,3.592068501,0.000328064,0.001500903,ENKUR
ENSG00000008323,4.406399627,5.659677005,1.610150236,3.514999332,0.000439755,0.001959488,PLEKHG6
ENSG00000074211,4.53196493,5.662357147,1.58117314,3.581111393,0.000342136,0.001562961,PPP2R2C
ENSG00000158545,4.445715082,5.671339982,1.607376362,3.528321129,0.000418204,0.001866162,ZC3H18
ENSG00000226573,4.47078888,5.671790783,1.585155371,3.578066155,0.000346146,0.001573881,CIDEB
ENSG00000156575,4.445911393,5.675338248,1.617197708,3.50936575,0.000449177,0.001995693,PRG3
ENSG00000179300,4.549419788,5.694493714,1.590562609,3.58017577,0.000343363,0.001566245,RTL3
ENSG00000069509,4.675181402,5.70172056,1.584042493,3.599474499,0.000318861,0.001460971,FUNDC1
ENSG00000136305,4.549812411,5.703555392,1.59417584,3.577745471,0.000346571,0.001573881,PCDH1
ENSG00000174720,9.130602867,5.70590508,1.369502047,4.166408582,3.09E-05,0.000168928,IFNA5
ENSG00000153498,4.675377713,5.707226666,1.600249102,3.566461409,0.000361834,0.001633559,SPACA7
ENSG00000012171,4.650303915,5.707232995,1.596326599,3.575228903,0.000349922,0.001584424,SEMA3B
ENSG00000159184,4.703664714,5.724626643,1.556629948,3.677577095,0.00023546,0.001091839,HOXB13
ENSG00000126709,9.443033302,5.735080182,1.3781171,4.161533286,3.16E-05,0.000171966,IFI6
ENSG00000178053,4.793324076,5.739724421,1.570689807,3.654269859,0.000257915,0.001192372,MLF1
ENSG00000007908,4.718102681,5.741457993,1.55912572,3.682485588,0.000230971,0.001074259,ZNF582
ENSG00000018869,4.718102681,5.741457993,1.55912572,3.682485588,0.000230971,0.001074259,TRIOBP
ENSG00000176024,4.782491934,5.751491706,1.549126271,3.712732663,0.000205033,0.000968248,ZNF613
ENSG00000163806,4.77146348,5.759282632,1.558372803,3.695702735,0.000219279,0.001029209,SPDYA
ENSG00000177839,4.886392952,5.777166085,1.550131519,3.726887696,0.000193859,0.000919709,PCDHB9
ENSG00000198589,4.886392952,5.777166085,1.550131519,3.726887696,0.000193859,0.000919709,LRBA
ENSG00000165194,4.811171557,5.778955172,1.565957536,3.690365186,0.000223932,0.001049449,PCDH19
ENSG00000160948,4.875560809,5.789446862,1.544678633,3.747994397,0.000178254,0.000850922,VPS28
ENSG00000171320,4.889606154,5.796108681,1.549075621,3.741656381,0.000182811,0.000871325,ESCO2
ENSG00000130957,5.018777281,5.824692642,1.534114238,3.796778947,0.000146588,0.000709663,FBP2
ENSG00000013374,4.957601231,5.831013994,1.580419435,3.689535744,0.000224664,0.001051276,NUB1
ENSG00000134644,4.982675029,5.832104667,1.554927943,3.750723429,0.000176325,0.00084302,PUM1
ENSG00000102287,5.083166534,5.834166796,1.533247725,3.805103834,0.000141745,0.000688379,GABRE
ENSG00000132849,18.42369738,5.838794973,1.138976169,5.126353943,2.95E-07,2.19E-06,PATJ
ENSG00000198695,4.996916685,5.841374118,1.578717047,3.700076673,0.000215534,0.001013176,ND6
ENSG00000204148,5.122285677,5.841651644,1.570242547,3.720222494,0.000199047,0.000942872,LINC00474
ENSG00000146072,277.8615841,5.845387757,0.297611604,19.64099407,6.90E-86,2.13E-82,TNFRSF21
ENSG00000196678,5.072334391,5.846142365,1.528542489,3.824651528,0.000130957,0.000639013,ERI2
ENSG00000131724,5.086379736,5.852367623,1.546405289,3.784497936,0.000154019,0.000743299,IL13RA1
ENSG00000196961,5.111649846,5.856301692,1.526949111,3.835295918,0.000125413,0.000613907,AP2A1
ENSG00000241476,5.240820973,5.883713551,1.529071892,3.847898573,0.000119135,0.000587405,TMEM206
ENSG00000156486,5.179448612,5.886915904,1.548942545,3.800603143,0.000144344,0.000699899,KCNS2
ENSG00000162896,5.280136427,5.893525194,1.521099012,3.874517799,0.000106836,0.000533141,PIGR
ENSG00000090104,5.229988831,5.894909267,1.530001855,3.852877202,0.000116738,0.000578802,RGS1
ENSG00000133302,5.380235309,5.898787478,1.659841802,3.553825113,0.000379672,0.001704095,SLF1
ENSG00000065600,5.344721991,5.907441203,1.535477321,3.847299548,0.000119427,0.000587405,PCOLCE-AS1
ENSG00000224729,5.319648193,5.907863017,1.535512618,3.847485815,0.000119336,0.000587405,SSX2
ENSG00000160972,5.28334963,5.910954729,1.527133157,3.870621695,0.000108558,0.000540858,PPP1R16A
ENSG00000200974,5.383841134,5.912668471,1.523686616,3.880501677,0.000104241,0.000522033,KCNJ16
ENSG00000055070,5.347935193,5.924462236,1.513473783,3.914479591,9.06E-05,0.000458055,SZRD1
